PROBE_ID	SEQ_ID	CHROMOSOME	POSITION	COUNT	LENGTH	GC
CHR7P93778162	MM6MSPIS00291858	chr7	93778162	1	50	0.42
CHR7P128595108	MM6MSPIS00302785	chr7	128595108	1	50	0.48
CHR7P120852679	MM6MSPIS00299459	chr7	120852679	1	50	0.5
CHR7P94988400	MM6MSPIS00292335	chr7	94988400	1	50	0.64
CHR7P117346867	MM6MSPIS00298315	chr7	117346867	1	50	0.46
CHR7P62065975	MM6MSPIS00284302	chr7	62065975	1	50	0.56
CHR7P75871860	MM6MSPIS00288180	chr7	75871860	1	50	0.5
CHR7P115644624	MM6MSPIS00297729	chr7	115644624	1	50	0.52
CHRXP07421216	MM6MSPIS00678513	chrX	7421216	1	50	0.34
CHR7P77239844	MM6MSPIS00288537	chr7	77239844	1	50	0.44
CHRXP68126510	MM6MSPIS00688567	chrX	68126510	1	50	0.46
CHRXP113172477	MM6MSPIS00696118	chrX	113172477	1	50	0.2
CHRXP66881337	MM6MSPIS00688272	chrX	66881337	1	50	0.36
CHR7P119592887	MM6MSPIS00298817	chr7	119592887	1	50	0.54
CHRXP89137801	MM6MSPIS00691965	chrX	89137801	1	50	0.38
CHRXP32448241	MM6MSPIS00682820	chrX	32448241	1	50	0.38
CHRXP92696900	MM6MSPIS00692514	chrX	92696900	1	50	0.32
CHRXP09910971	MM6MSPIS00679004	chrX	9910971	1	50	0.52
CHR7P96514197	MM6MSPIS00293010	chr7	96514197	1	50	0.38
CHR7P58179171	MM6MSPIS00282746	chr7	58179171	1	50	0.42
CHRXP46407368	MM6MSPIS00685111	chrX	46407368	1	50	0.64
CHR7P102872867	MM6MSPIS00294101	chr7	102872867	1	50	0.46
CHR7P61643708	MM6MSPIS00284090	chr7	61643708	1	50	0.78
CHRXP32094372	MM6MSPIS00682726	chrX	32094372	1	50	0.3
CHR7P74441730	MM6MSPIS00287566	chr7	74441730	1	50	0.34
CHRXP09694745	MM6MSPIS00678916	chrX	9694745	1	50	0.44
CHR7P74232413	MM6MSPIS00287449	chr7	74232413	1	50	0.5
CHRXP33121344	MM6MSPIS00682971	chrX	33121344	1	50	0.54
CHRXP31472972	MM6MSPIS00682546	chrX	31472972	1	50	0.38
CHRXP55153420	MM6MSPIS00686706	chrX	55153420	1	50	0.32
CHR7P135845825	MM6MSPIS00305712	chr7	135845825	1	50	0.46
CHR7P62147754	MM6MSPIS00284356	chr7	62147754	1	50	0.5
CHR7P59760708	MM6MSPIS00283310	chr7	59760708	1	50	0.4
CHR3P102447952	MM6MSPIS00119780	chr3	102447952	1	50	0.4
CHR7P95570487	MM6MSPIS00292603	chr7	95570487	1	50	0.46
CHR7P127133974	MM6MSPIS00302206	chr7	127133974	1	50	0.56
CHR6P35051379	MM6MSPIS00235525	chr6	35051379	1	50	0.42
CHR7P115769298	MM6MSPIS00297800	chr7	115769298	1	50	0.52
CHR7P77438482	MM6MSPIS00288579	chr7	77438482	1	50	0.4
CHRXP155576555	MM6MSPIS00702927	chrX	155576555	1	50	0.48
CHR7P96119221	MM6MSPIS00292866	chr7	96119221	1	50	0.54
CHRXP93806089	MM6MSPIS00692765	chrX	93806089	1	50	0.58
CHR7P137858103	MM6MSPIS00306540	chr7	137858103	1	50	0.54
CHRXP42465862	MM6MSPIS00684184	chrX	42465862	1	50	0.3
CHRXP33109765	MM6MSPIS00682968	chrX	33109765	1	50	0.46
CHRXP67483872	MM6MSPIS00688369	chrX	67483872	1	50	0.36
CHR11P22868166	MM6MSPIS00424737	chr11	22868166	1	50	0.48
CHRXP47654144	MM6MSPIS00685383	chrX	47654144	1	50	0.22
CHR7P136187214	MM6MSPIS00305877	chr7	136187214	1	50	0.48
CHR7P128595376	MM6MSPIS00302785	chr7	128595376	1	50	0.52
CHRXP143751166	MM6MSPIS00700960	chrX	143751166	1	50	0.44
CHR7P133626233	MM6MSPIS00304626	chr7	133626233	1	50	0.6
CHR6P06823187	MM6MSPIS00230061	chr6	6823187	1	50	0.5
CHR7P05258988	MM6MSPIS00266354	chr7	5258988	1	50	0.34
CHR7P119624767	MM6MSPIS00298838	chr7	119624767	1	50	0.48
CHR7P67664367	MM6MSPIS00285642	chr7	67664367	1	50	0.48
CHRXP39224080	MM6MSPIS00683801	chrX	39224080	1	50	0.28
CHRXP43010135	MM6MSPIS00684415	chrX	43010135	1	50	0.46
CHRXP06165950	MM6MSPIS00678099	chrX	6165950	1	50	0.34
CHR7P76798376	MM6MSPIS00288452	chr7	76798376	1	50	0.38
CHRXP130708296	MM6MSPIS00698814	chrX	130708296	1	50	0.34
CHR7P93650399	MM6MSPIS00291804	chr7	93650399	1	50	0.48
CHR7P111980752	MM6MSPIS00296651	chr7	111980752	1	50	0.42
CHRXP156314716	MM6MSPIS00703080	chrX	156314716	1	50	0.34
CHR6P06927037	MM6MSPIS00230108	chr6	6927037	1	50	0.44
CHR7P114529129	MM6MSPIS00297388	chr7	114529129	1	50	0.42
CHR7P124098995	MM6MSPIS00300968	chr7	124098995	1	50	0.34
CHR7P91576946	MM6MSPIS00290826	chr7	91576946	1	50	0.46
CHR12P105481530	MM6MSPIS00491876	chr12	105481530	1	50	0.36
CHR7P125007787	MM6MSPIS00301365	chr7	125007787	1	50	0.38
CHR7P103569207	MM6MSPIS00294326	chr7	103569207	1	50	0.5
CHRXP10040313	MM6MSPIS00679045	chrX	10040313	1	50	0.56
CHR7P67066634	MM6MSPIS00285375	chr7	67066634	1	50	0.26
CHR7P92402358	MM6MSPIS00291128	chr7	92402358	1	50	0.52
CHR7P114231604	MM6MSPIS00297336	chr7	114231604	1	50	0.54
CHR7P135869174	MM6MSPIS00305745	chr7	135869174	1	50	0.56
CHR7P128362779	MM6MSPIS00302734	chr7	128362779	1	50	0.48
CHR7P133870805	MM6MSPIS00304743	chr7	133870805	1	50	0.56
CHR7P134500985	MM6MSPIS00305115	chr7	134500985	1	50	0.58
CHR17P11589831	MM6MSPIS00608011	chr17	11589831	1	50	0.56
CHR7P96061315	MM6MSPIS00292837	chr7	96061315	1	50	0.4
CHR7P117373231	MM6MSPIS00298325	chr7	117373231	1	50	0.66
CHR7P129079036	MM6MSPIS00302927	chr7	129079036	1	50	0.44
CHRXP06145315	MM6MSPIS00678081	chrX	6145315	1	50	0.6
CHR7P61565543	MM6MSPIS00284031	chr7	61565543	1	50	0.4
CHR12P105428805	MM6MSPIS00491850	chr12	105428805	1	50	0.62
CHR7P90496162	MM6MSPIS00290491	chr7	90496162	1	50	0.46
CHR7P132250908	MM6MSPIS00304172	chr7	132250908	1	50	0.52
CHR7P96195898	MM6MSPIS00292902	chr7	96195898	1	50	0.56
CHR7P61838082	MM6MSPIS00284185	chr7	61838082	1	50	0.4
CHR7P61661524	MM6MSPIS00284102	chr7	61661524	1	50	0.46
CHR7P139630448	MM6MSPIS00307338	chr7	139630448	1	50	0.46
CHR6P35050526	MM6MSPIS00235523	chr6	35050526	1	50	0.54
CHRXP30663670	MM6MSPIS00682329	chrX	30663670	1	50	0.42
CHR7P89427841	MM6MSPIS00290293	chr7	89427841	1	50	0.32
CHR7P121516130	MM6MSPIS00299910	chr7	121516130	1	50	0.48
CHR7P59014781	MM6MSPIS00282983	chr7	59014781	1	50	0.56
CHRXP16249118	MM6MSPIS00680200	chrX	16249118	1	50	0.36
CHR7P116086566	MM6MSPIS00297947	chr7	116086566	1	50	0.46
CHR7P115739467	MM6MSPIS00297779	chr7	115739467	1	50	0.4
CHR7P56797400	MM6MSPIS00282367	chr7	56797400	1	50	0.24
CHRXP126102702	MM6MSPIS00697869	chrX	126102702	1	50	0.24
CHR7P133489809	MM6MSPIS00304531	chr7	133489809	1	50	0.5
CHRXP09379860	MM6MSPIS00678856	chrX	9379860	1	50	0.48
CHR7P73873747	MM6MSPIS00287177	chr7	73873747	1	50	0.46
CHR7P90698282	MM6MSPIS00290551	chr7	90698282	1	50	0.52
CHR7P115649353	MM6MSPIS00297731	chr7	115649353	1	50	0.52
CHRXP30849487	MM6MSPIS00682361	chrX	30849487	1	50	0.38
CHRXP66476633	MM6MSPIS00688212	chrX	66476633	1	50	0.46
CHR7P90320047	MM6MSPIS00290435	chr7	90320047	1	50	0.48
CHR7P120615445	MM6MSPIS00299316	chr7	120615445	1	50	0.5
CHR7P130684986	MM6MSPIS00303540	chr7	130684986	1	50	0.44
CHRXP144049542	MM6MSPIS00701024	chrX	144049542	1	50	0.48
CHRXP07860161	MM6MSPIS00678621	chrX	7860161	1	50	0.28
CHR12P105960933	MM6MSPIS00492165	chr12	105960933	1	50	0.58
CHR7P98580664	MM6MSPIS00293362	chr7	98580664	1	50	0.46
CHRXP94020391	MM6MSPIS00692841	chrX	94020391	1	50	0.52
CHR12P104983654	MM6MSPIS00491619	chr12	104983654	1	50	0.68
CHRXP83446382	MM6MSPIS00690945	chrX	83446382	1	50	0.3
CHR7P139677511	MM6MSPIS00307361	chr7	139677511	1	50	0.4
CHRXP45071133	MM6MSPIS00684847	chrX	45071133	1	50	0.46
CHRXP20650345	MM6MSPIS00680889	chrX	20650345	1	50	0.42
CHR9P89808467	MM6MSPIS00371180	chr9	89808467	1	50	0.46
CHRXP10333196	MM6MSPIS00679201	chrX	10333196	1	50	0.52
CHR7P74160884	MM6MSPIS00287375	chr7	74160884	1	50	0.56
CHR7P74887157	MM6MSPIS00287746	chr7	74887157	1	50	0.44
CHR11P82745754	MM6MSPIS00444710	chr11	82745754	1	50	0.42
CHR7P98318136	MM6MSPIS00293294	chr7	98318136	1	50	0.5
CHR7P74241032	MM6MSPIS00287457	chr7	74241032	1	50	0.34
CHR7P135462940	MM6MSPIS00305448	chr7	135462940	1	50	0.7
CHR7P111513383	MM6MSPIS00296551	chr7	111513383	1	50	0.44
CHR7P89836988	MM6MSPIS00290336	chr7	89836988	1	50	0.38
CHR7P133696036	MM6MSPIS00304667	chr7	133696036	1	50	0.56
CHR7P115751563	MM6MSPIS00297787	chr7	115751563	1	50	0.54
CHR7P138926720	MM6MSPIS00306981	chr7	138926720	1	50	0.4
CHR7P92710298	MM6MSPIS00291257	chr7	92710298	1	50	0.3
CHRXP15486765	MM6MSPIS00680086	chrX	15486765	1	50	0.32
CHR7P67736036	MM6MSPIS00285682	chr7	67736036	1	50	0.48
CHRXP147332436	MM6MSPIS00701674	chrX	147332436	1	50	0.28
CHRXP30827532	MM6MSPIS00682354	chrX	30827532	1	50	0.48
CHR6P04525749	MM6MSPIS00229435	chr6	4525749	1	50	0.3
CHR7P61363513	MM6MSPIS00283951	chr7	61363513	1	50	0.52
CHR7P115780152	MM6MSPIS00297806	chr7	115780152	1	50	0.46
CHR7P62113832	MM6MSPIS00284340	chr7	62113832	1	50	0.42
CHRXP105819994	MM6MSPIS00695191	chrX	105819994	1	50	0.3
CHR7P139079644	MM6MSPIS00307045	chr7	139079644	1	50	0.64
CHRXP43214446	MM6MSPIS00684473	chrX	43214446	1	50	0.44
CHR7P130789068	MM6MSPIS00303570	chr7	130789068	1	50	0.5
CHR7P130530693	MM6MSPIS00303492	chr7	130530693	1	50	0.5
CHR6P08190240	MM6MSPIS00230390	chr6	8190240	1	50	0.46
CHR12P105417932	MM6MSPIS00491845	chr12	105417932	1	50	0.54
CHRXP146303278	MM6MSPIS00701476	chrX	146303278	1	50	0.48
CHR7P96328734	MM6MSPIS00292952	chr7	96328734	1	50	0.48
CHR7P136797810	MM6MSPIS00306092	chr7	136797810	1	50	0.48
CHR7P62193666	MM6MSPIS00284393	chr7	62193666	1	50	0.4
CHRXP146194704	MM6MSPIS00701456	chrX	146194704	1	50	0.54
CHR7P99920466	MM6MSPIS00293631	chr7	99920466	1	50	0.42
CHR7P121849208	MM6MSPIS00300123	chr7	121849208	1	50	0.48
CHR7P111431526	MM6MSPIS00296518	chr7	111431526	1	50	0.32
CHR7P65328146	MM6MSPIS00285042	chr7	65328146	1	50	0.36
CHR7P115021415	MM6MSPIS00297569	chr7	115021415	1	50	0.46
CHR7P131961981	MM6MSPIS00304088	chr7	131961981	1	50	0.52
CHR7P120946560	MM6MSPIS00299523	chr7	120946560	1	50	0.6
CHR7P124381046	MM6MSPIS00301065	chr7	124381046	1	50	0.3
CHR7P128667933	MM6MSPIS00302803	chr7	128667933	1	50	0.48
CHR7P111629424	MM6MSPIS00296578	chr7	111629424	1	50	0.56
CHR7P123291314	MM6MSPIS00300698	chr7	123291314	1	50	0.32
CHRXP124053562	MM6MSPIS00697665	chrX	124053562	1	50	0.4
CHR6P05775573	MM6MSPIS00229780	chr6	5775573	1	50	0.4
CHR7P05958924	MM6MSPIS00266597	chr7	5958924	1	50	0.56
CHR7P129877491	MM6MSPIS00303220	chr7	129877491	1	50	0.46
CHRXP119646678	MM6MSPIS00697091	chrX	119646678	1	50	0.3
CHRXP15968450	MM6MSPIS00680147	chrX	15968450	1	50	0.5
CHR7P105475640	MM6MSPIS00294927	chr7	105475640	1	49	0.53
CHR7P126422599	MM6MSPIS00301919	chr7	126422599	1	50	0.28
CHR7P138853843	MM6MSPIS00306947	chr7	138853843	1	50	0.58
CHRXP156323954	MM6MSPIS00703087	chrX	156323954	1	50	0.46
CHR7P130173421	MM6MSPIS00303363	chr7	130173421	1	50	0.42
CHRXP129288432	MM6MSPIS00698472	chrX	129288432	1	50	0.42
CHR6P06170479	MM6MSPIS00229916	chr6	6170479	1	50	0.46
CHR7P81558861	MM6MSPIS00289221	chr7	81558861	1	50	0.44
CHRXP109173916	MM6MSPIS00695630	chrX	109173916	1	50	0.34
CHRXP121362176	MM6MSPIS00697376	chrX	121362176	1	50	0.48
CHR7P56754873	MM6MSPIS00282362	chr7	56754873	1	50	0.4
CHR7P138619402	MM6MSPIS00306846	chr7	138619402	1	50	0.32
CHR7P125344738	MM6MSPIS00301545	chr7	125344738	1	50	0.42
CHR7P131816892	MM6MSPIS00304018	chr7	131816892	1	50	0.46
CHR7P129599403	MM6MSPIS00303130	chr7	129599403	1	50	0.48
CHR7P139669076	MM6MSPIS00307357	chr7	139669076	1	50	0.52
CHR7P121864043	MM6MSPIS00300134	chr7	121864043	1	50	0.56
CHR7P05958220	MM6MSPIS00266597	chr7	5958220	1	50	0.34
CHRXP161002470	MM6MSPIS00703930	chrX	161002470	1	50	0.44
CHR7P129711093	MM6MSPIS00303163	chr7	129711093	1	50	0.36
CHR7P63423834	MM6MSPIS00284662	chr7	63423834	1	50	0.4
CHR7P60331652	MM6MSPIS00283604	chr7	60331652	1	50	0.58
CHR7P103040255	MM6MSPIS00294150	chr7	103040255	1	50	0.54
CHR7P94403749	MM6MSPIS00292084	chr7	94403749	1	50	0.46
CHRXP148955207	MM6MSPIS00701939	chrX	148955207	1	50	0.36
CHR7P122074743	MM6MSPIS00300287	chr7	122074743	1	50	0.46
CHR7P95563122	MM6MSPIS00292594	chr7	95563122	1	50	0.34
CHRXP47637883	MM6MSPIS00685377	chrX	47637883	1	50	0.46
CHR7P111454597	MM6MSPIS00296528	chr7	111454597	1	50	0.4
CHRXP10620479	MM6MSPIS00679354	chrX	10620479	1	50	0.44
CHR7P133655107	MM6MSPIS00304646	chr7	133655107	1	50	0.56
CHR7P137962481	MM6MSPIS00306594	chr7	137962481	1	50	0.56
CHR7P133739483	MM6MSPIS00304692	chr7	133739483	1	50	0.52
CHR7P68221162	MM6MSPIS00285796	chr7	68221162	1	50	0.38
CHRXP157627372	MM6MSPIS00703330	chrX	157627372	1	50	0.52
CHRXP33029111	MM6MSPIS00682950	chrX	33029111	1	50	0.22
CHR7P103745826	MM6MSPIS00294383	chr7	103745826	1	50	0.52
CHR7P127371837	MM6MSPIS00302291	chr7	127371837	1	50	0.46
CHRXP05953590	MM6MSPIS00677936	chrX	5953590	1	50	0.6
CHR7P60024234	MM6MSPIS00283442	chr7	60024234	1	50	0.42
CHRXP94194700	MM6MSPIS00692918	chrX	94194700	1	50	0.5
CHR7P136991702	MM6MSPIS00306220	chr7	136991702	1	50	0.46
CHR7P70564939	MM6MSPIS00286162	chr7	70564939	1	50	0.36
CHR7P124086179	MM6MSPIS00300952	chr7	124086179	1	50	0.54
CHR7P129744080	MM6MSPIS00303170	chr7	129744080	1	50	0.46
CHRXP147367229	MM6MSPIS00701689	chrX	147367229	1	50	0.4
CHRXP102302935	MM6MSPIS00694756	chrX	102302935	1	50	0.28
CHRXP37079446	MM6MSPIS00683548	chrX	37079446	1	50	0.38
CHR7P129124251	MM6MSPIS00302951	chr7	129124251	1	50	0.54
CHR7P126607183	MM6MSPIS00301972	chr7	126607183	1	50	0.54
CHR7P135708167	MM6MSPIS00305624	chr7	135708167	1	50	0.58
CHR7P78152309	MM6MSPIS00288753	chr7	78152309	1	50	0.56
CHRXP06173055	MM6MSPIS00678105	chrX	6173055	1	50	0.48
CHRXP156779773	MM6MSPIS00703214	chrX	156779773	1	50	0.4
CHRXP133395199	MM6MSPIS00699182	chrX	133395199	1	50	0.48
CHR7P65826480	MM6MSPIS00285111	chr7	65826480	1	50	0.46
CHR7P121260920	MM6MSPIS00299764	chr7	121260920	1	50	0.62
CHR7P106078805	MM6MSPIS00295080	chr7	106078805	1	50	0.52
CHRXP138611175	MM6MSPIS00700068	chrX	138611175	1	50	0.36
CHRXP35759684	MM6MSPIS00683301	chrX	35759684	1	50	0.34
CHRXP07522265	MM6MSPIS00678537	chrX	7522265	1	50	0.34
CHRXP129659214	MM6MSPIS00698548	chrX	129659214	1	50	0.38
CHRXP122520372	MM6MSPIS00697522	chrX	122520372	1	50	0.58
CHR7P95621226	MM6MSPIS00292640	chr7	95621226	1	50	0.64
CHR7P116258354	MM6MSPIS00298001	chr7	116258354	1	50	0.48
CHR7P73879416	MM6MSPIS00287182	chr7	73879416	1	50	0.56
CHRXP117365659	MM6MSPIS00696669	chrX	117365659	1	50	0.36
CHR7P129302893	MM6MSPIS00303025	chr7	129302893	1	50	0.52
CHRXP96909054	MM6MSPIS00693616	chrX	96909054	1	50	0.48
CHRXP06510939	MM6MSPIS00678272	chrX	6510939	1	50	0.54
CHR7P93877047	MM6MSPIS00291896	chr7	93877047	1	50	0.48
CHR7P76344262	MM6MSPIS00288345	chr7	76344262	1	50	0.32
CHR7P121819511	MM6MSPIS00300101	chr7	121819511	1	50	0.62
CHRXP35958363	MM6MSPIS00683330	chrX	35958363	1	50	0.36
CHRXP130665002	MM6MSPIS00698788	chrX	130665002	1	50	0.62
CHRXP144879023	MM6MSPIS00701201	chrX	144879023	1	50	0.6
CHRXP137671771	MM6MSPIS00699927	chrX	137671771	1	50	0.36
CHR7P96697142	MM6MSPIS00293073	chr7	96697142	1	50	0.48
CHR7P110484438	MM6MSPIS00296311	chr7	110484438	1	50	0.4
CHR7P120054908	MM6MSPIS00299022	chr7	120054908	1	50	0.5
CHR7P57883047	MM6MSPIS00282621	chr7	57883047	1	50	0.5
CHRXP47133396	MM6MSPIS00685257	chrX	47133396	1	50	0.44
CHR2P178335519	MM6MSPIS00096225	chr2	178335519	1	50	0.52
CHR7P133647097	MM6MSPIS00304639	chr7	133647097	1	50	0.58
CHR7P60144086	MM6MSPIS00283489	chr7	60144086	1	50	0.68
CHRXP111185450	MM6MSPIS00695878	chrX	111185450	1	50	0.44
CHRXP07546441	MM6MSPIS00678540	chrX	7546441	1	50	0.3
CHRXP89261379	MM6MSPIS00692004	chrX	89261379	1	50	0.46
CHR14P50843409	MM6MSPIS00537009	chr14	50843409	1	50	0.38
CHR7P60166885	MM6MSPIS00283507	chr7	60166885	1	50	0.42
CHR7P76226421	MM6MSPIS00288305	chr7	76226421	1	50	0.52
CHR7P106891654	MM6MSPIS00295447	chr7	106891654	1	50	0.5
CHR7P115318138	MM6MSPIS00297644	chr7	115318138	1	50	0.38
CHR7P129835956	MM6MSPIS00303199	chr7	129835956	1	50	0.36
CHR7P139581690	MM6MSPIS00307315	chr7	139581690	1	50	0.46
CHR7P125261248	MM6MSPIS00301498	chr7	125261248	1	50	0.58
CHRXP100798037	MM6MSPIS00694520	chrX	100798037	1	50	0.4
CHRXP114794027	MM6MSPIS00696316	chrX	114794027	1	50	0.24
CHR7P75358055	MM6MSPIS00287946	chr7	75358055	1	50	0.54
CHRXP32137050	MM6MSPIS00682739	chrX	32137050	1	50	0.46
CHR7P61878831	MM6MSPIS00284216	chr7	61878831	1	50	0.58
CHR7P58505616	MM6MSPIS00282814	chr7	58505616	1	50	0.48
CHRXP100598176	MM6MSPIS00694458	chrX	100598176	1	50	0.4
CHRXP37535792	MM6MSPIS00683590	chrX	37535792	1	50	0.42
CHR14P50781528	MM6MSPIS00536996	chr14	50781528	1	50	0.5
CHR7P106568069	MM6MSPIS00295308	chr7	106568069	1	50	0.38
CHR7P131471501	MM6MSPIS00303825	chr7	131471501	1	50	0.5
CHRXP55565065	MM6MSPIS00686787	chrX	55565065	1	50	0.62
CHR7P95498809	MM6MSPIS00292556	chr7	95498809	1	50	0.48
CHR6P07643138	MM6MSPIS00230267	chr6	7643138	1	50	0.36
CHR17P11798196	MM6MSPIS00608096	chr17	11798196	1	50	0.4
CHRXP97805370	MM6MSPIS00693839	chrX	97805370	1	50	0.38
CHRXP78877955	MM6MSPIS00690462	chrX	78877955	1	50	0.4
CHRXP133438830	MM6MSPIS00699192	chrX	133438830	1	50	0.38
CHRXP127993512	MM6MSPIS00698198	chrX	127993512	1	50	0.52
CHRXP69452914	MM6MSPIS00689005	chrX	69452914	1	50	0.52
CHRXP33126900	MM6MSPIS00682973	chrX	33126900	1	50	0.36
CHRXP30947323	MM6MSPIS00682374	chrX	30947323	1	50	0.54
CHR7P95778295	MM6MSPIS00292697	chr7	95778295	1	50	0.54
CHR7P72604108	MM6MSPIS00286447	chr7	72604108	1	50	0.48
CHR7P61117108	MM6MSPIS00283884	chr7	61117108	1	50	0.52
CHR7P126818538	MM6MSPIS00302064	chr7	126818538	1	50	0.48
CHR7P103337316	MM6MSPIS00294245	chr7	103337316	1	50	0.44
CHR7P127489671	MM6MSPIS00302381	chr7	127489671	1	50	0.58
CHR7P66953183	MM6MSPIS00285321	chr7	66953183	1	50	0.36
CHR7P110493147	MM6MSPIS00296314	chr7	110493147	1	50	0.5
CHR6P04926374	MM6MSPIS00229536	chr6	4926374	1	50	0.5
CHR7P94607300	MM6MSPIS00292183	chr7	94607300	1	50	0.52
CHRXP89298194	MM6MSPIS00692014	chrX	89298194	1	50	0.4
CHR7P83136713	MM6MSPIS00289401	chr7	83136713	1	50	0.34
CHRXP69609059	MM6MSPIS00689063	chrX	69609059	1	50	0.38
CHR7P137491757	MM6MSPIS00306417	chr7	137491757	1	50	0.6
CHR7P136793664	MM6MSPIS00306089	chr7	136793664	1	50	0.56
CHRXP151566769	MM6MSPIS00702298	chrX	151566769	1	50	0.3
CHR7P62195005	MM6MSPIS00284394	chr7	62195005	1	50	0.38
CHR7P98301839	MM6MSPIS00293292	chr7	98301839	1	50	0.6
CHRXP145863225	MM6MSPIS00701385	chrX	145863225	1	50	0.22
CHRXP08523102	MM6MSPIS00678714	chrX	8523102	1	50	0.32
CHR7P111386450	MM6MSPIS00296509	chr7	111386450	1	50	0.48
CHR7P99756024	MM6MSPIS00293573	chr7	99756024	1	50	0.76
CHRXP87947785	MM6MSPIS00691681	chrX	87947785	1	50	0.42
CHR7P107870367	MM6MSPIS00295698	chr7	107870367	1	50	0.42
CHRXP163435431	MM6MSPIS00704171	chrX	163435431	1	50	0.26
CHR7P139507732	MM6MSPIS00307276	chr7	139507732	1	50	0.44
CHR2P177673359	MM6MSPIS00096031	chr2	177673359	1	50	0.5
CHRXP31821570	MM6MSPIS00682642	chrX	31821570	1	50	0.46
CHR7P91890353	MM6MSPIS00290924	chr7	91890353	1	50	0.44
CHR7P121532689	MM6MSPIS00299926	chr7	121532689	1	50	0.58
CHR7P118825878	MM6MSPIS00298580	chr7	118825878	1	50	0.52
CHR14P69035032	MM6MSPIS00542880	chr14	69035032	1	50	0.34
CHR7P120145908	MM6MSPIS00299068	chr7	120145908	1	50	0.52
CHR7P112001707	MM6MSPIS00296659	chr7	112001707	1	50	0.46
CHRXP132743723	MM6MSPIS00699048	chrX	132743723	1	50	0.38
CHRXP153059441	MM6MSPIS00702540	chrX	153059441	1	50	0.36
CHRXP05802765	MM6MSPIS00677838	chrX	5802765	1	50	0.6
CHRXP103206253	MM6MSPIS00694882	chrX	103206253	1	50	0.24
CHR7P73527847	MM6MSPIS00286970	chr7	73527847	1	50	0.52
CHR7P62866016	MM6MSPIS00284582	chr7	62866016	1	50	0.38
CHR6P04998935	MM6MSPIS00229551	chr6	4998935	1	50	0.48
CHR7P91374932	MM6MSPIS00290749	chr7	91374932	1	50	0.52
CHRXP144850072	MM6MSPIS00701198	chrX	144850072	1	50	0.4
CHRXP43283185	MM6MSPIS00684498	chrX	43283185	1	50	0.4
CHR7P83646450	MM6MSPIS00289511	chr7	83646450	1	50	0.4
CHR7P74110769	MM6MSPIS00287326	chr7	74110769	1	50	0.34
CHR14P69068728	MM6MSPIS00542888	chr14	69068728	1	50	0.46
