SEQ_ID	CHROMOSOME	START	STOP	SEQ_LENGTH	REPEATS
MM6MSPIS00292640	chr7	95621166	95621500	335	0
MM6MSPIS00298001	chr7	116258354	116258811	458	0
MM6MSPIS00287182	chr7	73879062	73880074	1013	260
MM6MSPIS00696669	chrX	117364222	117365755	1534	700
MM6MSPIS00303025	chr7	129302783	129303003	221	0
MM6MSPIS00693616	chrX	96909054	96910255	1202	0
MM6MSPIS00678272	chrX	6510929	6511128	200	0
MM6MSPIS00291896	chr7	93876957	93877591	635	0
MM6MSPIS00288345	chr7	76343994	76344601	608	188
MM6MSPIS00300101	chr7	121819291	121819608	318	0
MM6MSPIS00683330	chrX	35957085	35958968	1884	298
MM6MSPIS00698788	chrX	130664972	130665273	302	0
MM6MSPIS00701201	chrX	144878873	144879111	239	0
MM6MSPIS00699927	chrX	137670853	137672635	1783	498
MM6MSPIS00293073	chr7	96697022	96697303	282	0
MM6MSPIS00296311	chr7	110482723	110484628	1906	1216
MM6MSPIS00299022	chr7	120054798	120055769	972	323
MM6MSPIS00282621	chr7	57882680	57883378	699	563
MM6MSPIS00685257	chrX	47133256	47133943	688	0
MM6MSPIS00096225	chr2	178334976	178336055	1080	276
MM6MSPIS00304639	chr7	133646867	133647153	287	0
MM6MSPIS00283489	chr7	60143886	60144171	286	0
MM6MSPIS00695878	chrX	111185450	111187178	1729	807
MM6MSPIS00678540	chrX	7546097	7547672	1576	589
MM6MSPIS00692004	chrX	89261210	89262718	1509	1102
MM6MSPIS00537009	chr14	50842423	50844269	1847	399
MM6MSPIS00283507	chr7	60166855	60167236	382	0
MM6MSPIS00288305	chr7	76226221	76226480	260	0
MM6MSPIS00295447	chr7	106891035	106891940	906	377
MM6MSPIS00297644	chr7	115317397	115318561	1165	692
MM6MSPIS00303199	chr7	129835846	129836086	241	0
MM6MSPIS00307315	chr7	139581270	139581803	534	0
MM6MSPIS00301498	chr7	125261098	125261298	201	0
MM6MSPIS00694520	chrX	100798017	100798221	205	0
MM6MSPIS00696316	chrX	114793767	114794888	1122	585
MM6MSPIS00287946	chr7	75357599	75358237	639	333
MM6MSPIS00682739	chrX	32136181	32137267	1087	107
MM6MSPIS00284216	chr7	61878761	61879518	758	220
MM6MSPIS00282814	chr7	58504566	58506531	1966	35
MM6MSPIS00694458	chrX	100597524	100599085	1562	737
MM6MSPIS00683590	chrX	37535414	37536267	854	513
MM6MSPIS00536996	chr14	50781258	50782356	1099	0
MM6MSPIS00295308	chr7	106567212	106568431	1220	583
MM6MSPIS00303825	chr7	131470699	131471940	1242	65
MM6MSPIS00686787	chrX	55565005	55565215	211	0
MM6MSPIS00292556	chr7	95497359	95498950	1592	366
MM6MSPIS00230267	chr6	7642570	7643508	939	423
MM6MSPIS00608096	chr17	11797966	11799015	1050	130
MM6MSPIS00693839	chrX	97804961	97806451	1491	1133
MM6MSPIS00690462	chrX	78877895	78878794	900	687
MM6MSPIS00699192	chrX	133438501	133439081	581	41
MM6MSPIS00698198	chrX	127993361	127993621	261	49
MM6MSPIS00689005	chrX	69452894	69453621	728	0
MM6MSPIS00682973	chrX	33126830	33127404	575	360
MM6MSPIS00682374	chrX	30946773	30947375	603	0
MM6MSPIS00292697	chr7	95778295	95778620	326	0
MM6MSPIS00286447	chr7	72603854	72604444	591	159
MM6MSPIS00283884	chr7	61116938	61117320	383	0
MM6MSPIS00302064	chr7	126818538	126819729	1192	24
MM6MSPIS00294245	chr7	103337286	103337489	204	0
MM6MSPIS00302381	chr7	127489651	127489880	230	49
MM6MSPIS00285321	chr7	66952770	66953332	563	190
MM6MSPIS00296314	chr7	110492730	110493532	803	341
MM6MSPIS00229536	chr6	4926354	4927312	959	162
MM6MSPIS00292183	chr7	94607160	94607491	332	0
MM6MSPIS00692014	chrX	89298154	89298480	327	0
MM6MSPIS00289401	chr7	83135313	83137254	1942	241
MM6MSPIS00689063	chrX	69608679	69609791	1113	0
MM6MSPIS00306417	chr7	137491757	137492077	321	0
MM6MSPIS00306089	chr7	136792435	136793855	1421	115
MM6MSPIS00702298	chrX	151566614	151567116	503	274
MM6MSPIS00284394	chr7	62194020	62195151	1132	134
MM6MSPIS00293292	chr7	98301659	98302000	342	0
MM6MSPIS00701385	chrX	145862932	145863434	503	272
MM6MSPIS00678714	chrX	8522632	8523529	898	0
MM6MSPIS00293573	chr7	99755874	99757054	1181	0
MM6MSPIS00691681	chrX	87947595	87949005	1411	170
MM6MSPIS00295698	chr7	107870297	107871002	706	0
MM6MSPIS00704171	chrX	163434963	163436121	1159	846
MM6MSPIS00307276	chr7	139507298	139507996	699	226
MM6MSPIS00096031	chr2	177672565	177673793	1229	378
MM6MSPIS00682642	chrX	31820881	31822525	1645	825
MM6MSPIS00290924	chr7	91890230	91890437	208	42
MM6MSPIS00299926	chr7	121531487	121532748	1262	441
MM6MSPIS00298580	chr7	118825868	118826587	720	409
MM6MSPIS00542880	chr14	69034962	69035496	535	175
MM6MSPIS00299068	chr7	120144841	120146019	1179	52
MM6MSPIS00296659	chr7	112000933	112002477	1545	318
MM6MSPIS00699048	chrX	132743076	132744857	1782	872
MM6MSPIS00702540	chrX	153058808	153060000	1193	0
MM6MSPIS00677838	chrX	5802348	5803166	819	149
MM6MSPIS00694882	chrX	103206027	103206953	927	778
MM6MSPIS00286970	chr7	73527757	73528022	266	0
MM6MSPIS00284582	chr7	62865606	62866726	1121	0
MM6MSPIS00229551	chr6	4998855	4999264	410	67
MM6MSPIS00290749	chr7	91374392	91375200	809	0
MM6MSPIS00701198	chrX	144849452	144851040	1589	0
MM6MSPIS00684498	chrX	43283064	43283787	724	389
MM6MSPIS00289511	chr7	83646360	83646610	251	0
MM6MSPIS00287326	chr7	74110420	74111105	686	147
MM6MSPIS00542888	chr14	69067322	69068901	1580	874
